Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
iOS/macOS Runtime SDK Software Engineer,$94K-$108K (Glassdoor est.),"Overview


If you have a passion for APIs and SDKs and want to work with the latest technologies, Esri may be the place for you! We’re on a mission to hire talented software engineers who can help us find innovative ways to make Esri software reach new audiences. As an engineer on the Runtime SDK Team, your responsibilities will range from designing and testing new features to communicating how to use the APIs and improving usability of the SDKs.

Responsibilities:
Build great looking example apps and samples using the latest Apple technologies and ArcGIS features
Design APIs for new features
Work closely with other internal product and development teams to comprehend and influence upcoming platform technologies, features, and tools
Define and complete robust test workflows to validate product capabilities and ensure acceptable performance and reliability
Assess product quality and release readiness
Build compelling demos that showcase common geospatial workflows and highlight product features
Create user documentation and tutorials for developers
More experienced individuals will:
Examine complex user workflows and define solutions by working closely with customers
Help further define our SDK product roadmap
Lead and coordinate teams of engineers to deliver software products
Assist with implementation designs and product architecture
Analyze our current delivery process and suggest new techniques that will help us deliver high-quality features to our customers faster
Requirements
Knowledge of development on Apple iOS and/or macOS platforms
Excellent written and verbal communication skills
Strong time management, prioritization, teamwork, and interpersonal skills
Ability to understand new technology concepts quickly and apply them accurately through an evolving, dynamic environment
Bachelor’s or master’s in computer science, mathematics, GIS, or a related field, depending on position level
Recommend Qualifications:
Two or more years of commercial application development experience
Ability to design great application user experiences
Experience architecting and designing software products
Hands-on experience with Esri ArcGIS software or other geospatial technology
Passion for exploring and experimenting with the latest developer technologies and building innovative solutions
#LI-CK1
The Company


Our passion for improving quality of life through geography is at the heart of everything we do. Esri’s geographic information system (GIS) technology inspires and enables governments, universities, and businesses worldwide to save money, lives, and our environment through a deeper understanding of the changing world around them.

Carefully managed growth and zero debt give Esri stability that is uncommon in today's volatile business world. Privately held, we offer exceptional benefits, competitive salaries, 401(k) and profit-sharing programs, opportunities for personal and professional growth, and much more.

Esri is an equal opportunity employer (EOE) and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law.

If you need a reasonable accommodation for any part of the employment process, please email humanresources@esri.com and let us know the nature of your request and your contact information. Please note that only those inquiries concerning a request for reasonable accommodation will be responded to from this e-mail address.",3.6,"Esri
3.6","Portland, OR","Redlands, CA",1001 to 5000 employees,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes
Principal Software Engineer for Machine Learning,$94K-$108K (Glassdoor est.),"DECISIVE ANALYTICS Corporation is looking for a Principal Software Engineer for Machine Learning to join our team in Arlington, VA.
DECISIVE ANALYTICS Corporation (DAC) is a company that is consistently rated as one of the best places to work in the DC metro area by Washingtonian Magazine and the Washington Business Journal. DAC employees enjoy generous benefits, flexible work schedules, company sponsored events, and a collegial, entrepeneurial culture.
DAC’s Machine Learning competency develops a wide range of machine learning capabilities addressing our customer’s challenges, such as: automated imagery and video analytics, wargaming artificial intelligence, and natural language processing. We are seeking a principal software engineer to lead and build production ready data processing and machine learning pipelines. Successful candidates will have a proven track record in all stages of the product development life cycle, from requirements definition through system design, development and deployment.
Candidates should have strong software architecture and development skills, with significant experience in machine learning to join our team. In this role you will lead the development of state of the art machine learning systems and help lead the transition of these technologies to our government customers.

Lead large-scale technical programs from concept generation, to prototyping, testing, and finally deployment.
Using your creative and technical skills, lead design and development of software systems incorporating cutting edge machine learning algorithms in Python, Java, or other languages as appropriate.
Engage in full stack development of web applications including front end code running in browsers and thick clients as well as back end application framework API’s and database technologies.
Collaborate with co-workers, leadership, and clients to understand client problems, identify solutions, and demonstrate their software solutions.
Mentor co-workers on the execution of standard software development activities including design, development, implementation, test, documentation, and support using standard established software engineering principles.
Ensure efficient delivery of capabilities using industry standard agile processes. Deliver software using continuous integration/continuous deployment tools and technologies such as Git, Jenkins, Maven, and Docker. Design, develop and deploy modular, reusable and scalable applications.

Bachelor’s degree or higher in Computer Science, Engineering, Mathematics, or a related discipline from an accredited university.
10 or more years of experience in full stack software development
At least 5years of software engineering leadership experience
Excellent verbal and written communication skills
Strong team player who can effectively contribute to project development
Experience developing machine learning algorithms in Python or Java.
Must be a US Citizen
Security clearance: Must be eligible to obtain a DoD security clearance
Desired Qualifications:
Master’s degree or higher in Computer Science, Engineering, Mathematics, or a related discipline from an accredited university.
Experience with DoD or Intelligence Community (IC) programs


All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status or disability.

VEVRAA Federal Contractor",4.7,"DECISIVE ANALYTICS Corporation
4.7","Arlington, VA","Arlington, VA",51 to 200 employees,1996,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),"Torch Technologies, American Systems"
Mobile Software Developer,$84K-$135K (Glassdoor est.),"Mobile Software Developer
If you are a Mobile Software Developer looking to join an industry leading advanced technology company ranked as one of Cincinnati's best places to work, please read on!

Based in Cincinnati, Ohio we have been developing products and technology for local, Fortune 500, and international customers for almost 3 decades. We are a leader in smart products, medical devices, packaging innovations, machine learning, and visual simulation. Our custom built campus covers three facilities designed specifically for our use filled with cutting edge technologies! We have been recognized as one of CINCINNATI'S BEST PLACES TO WORK multiple years in a row and counting due to our amazing work culture and we would love for you to join our team!
Top Reasons to Work with Us
- Competitive salary!
- Great work culture
- 100% company paid health insurance or premium share
- Dental
- Vision
- 401k Matching
- Flexible schedule
...and more!
What You Will Be Doing
- Work on a project-oriented development team to create custom enterprise level applications
- Interface with clients to understand technical requirements
- Collaborate with other developers to evaluate project requirements
- Design innovative implementations of the desired functionality
- Write well-documented, reusable code
- Accurately translate UI/UX Design
- Participate in testing process
- Use industry standard source control and issue tracking systems (Git, Jira, etc.)
- Diagnose, document, and fix reported bugs
- Team code reviews
What You Need for this Position
College degree or at least 3 years' experience with Mobile Development and a combination of:

- SWIFT
- Objective C
- C#
- .NET
- XCode
- UI/UX
- Qt
- HTML/CSS
- Native iOS
- Python/C++
- UI/UX
So, if you are a Mobile Software Developer looking to join an industry leading advanced technology company ranked as one of Cincinnati's best places to work, please apply today!
-
Applicants must be authorized to work in the U.S.


CyberCoders, Inc is proud to be an Equal Opportunity Employer

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.

Your Right to Work In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.",4.1,"CyberCoders
4.1","Cincinnati, OH","Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1
Mobile Developer - iOS & Android,$84K-$135K (Glassdoor est.),"Mobile Developer - iOS & Android
If you are a Mobile Developer with experience, please read on!
Top Reasons to Work with Us
We are looking for someone who possess a passion for pushing both iOS, Android, C#, and embeded technologies to the limits and will work with a team of talented engineers passionate about building a more connected world and helping clients extract the full value of the Internet of Things, Web Services, and Social Engagement.

You will have an opportunity to influence and build our technical culture. We believe in being owners, having strong but loosely held opinions, building well-crafted software, and innovating through rapid iteration.
What You Will Be Doing
- Design, build, and maintain advanced applications for the iOS, Android, C#, and embedded platforms.
- Design, build, and maintain iOS, Android, Windows, and other embedded platforms.
- Collaborate with cross-functional teams to define, design, and ship new features.
- Unit-test code for robustness, including edge cases, usability, and general reliability.
- Work on bug fixing and improving application performance.
- Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
What You Need for this Position
- Mobile Software Development
- IOS
- ARKit
- Homekit
- Android
- Objective-C
- Java
- Core Data
- Core Bluetooth
- Core Location
- Core Text
- Google Play
- Windows, C#
- BONUS POINTS: MongoDB, JavaScript, AWS, MySQL, Java
What's In It for You
- Vacation/PTO
- Medical
- Dental
- Vision
- 401k
So, if you are a Mobile Developer with experience, please apply today!
-
Applicants must be authorized to work in the U.S.


CyberCoders, Inc is proud to be an Equal Opportunity Employer

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.

Your Right to Work In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.",4.1,"CyberCoders
4.1","Bellevue, WA","Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1
GIS Apps Developer,$84K-$135K (Glassdoor est.),"Overview


Bring your passion for creating awesome apps and join us in developing leading-edge cross-platform mapping and GIS solutions that run on the latest mobile devices. This is a great opportunity to design and develop the next-generation of app building technology. We love making a difference and leading the way in developing innovative technology.

Responsibilities:
Design and develop focused native apps that meet the requirements of a broad range of users
Design responsive and intuitive user interfaces for mobile, desktop, and web systems
Design and develop cross-platform app building technology
Collaborate with other developers and designers
Define user requirements; design and develop applications and APIs for devices and web-based services
Ensure that ArcGIS software meets real-world usage scenarios
Solve and articulate complex problems with application design, development, and user experiences
Requirements
2+ years of commercial software development experience
Fluent in and passionate about JavaScript, HTML, and/or QML
A flare for user experience and interface design
Object oriented design skills
Understanding of algorithms and design patterns
Ability to work closely with the team to build quality software in a constantly evolving environment
Effective time management and organizational skills
Excellent written and verbal communication skills
Bachelor’s in computer science, engineering, mathematics, GIS, or related field, depending on position level (master’s preferred)
Recommended Qualifications:
Experience with one or more of the following technologies:
Web services, REST
iOS, Android, Windows Phone
Linux, Windows, Mac OS X
GIS
C, C++, C#, Objective-C, Java
Questions about our interview process? We have answers.

Sathya
#LI-JO1
The Company


Our passion for improving quality of life through geography is at the heart of everything we do. Esri’s geographic information system (GIS) technology inspires and enables governments, universities, and businesses worldwide to save money, lives, and our environment through a deeper understanding of the changing world around them.

Carefully managed growth and zero debt give Esri stability that is uncommon in today's volatile business world. Privately held, we offer exceptional benefits, competitive salaries, 401(k) and profit-sharing programs, opportunities for personal and professional growth, and much more.

Esri is an equal opportunity employer (EOE) and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law.

If you need a reasonable accommodation for any part of the employment process, please email humanresources@esri.com and let us know the nature of your request and your contact information. Please note that only those inquiries concerning a request for reasonable accommodation will be responded to from this e-mail address.",3.6,"Esri
3.6","Redlands, CA","Redlands, CA",1001 to 5000 employees,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes
"Senior Software Engineer, Demand Applications",$84K-$135K (Glassdoor est.),"The Applications team builds the systems that connect Vungle's publishers with advertisers and manages the applications, campaigns, creatives (bonus points for knowing what all that means) and everything else that feed into our ad serving pipeline.

We're a group of Full-Stack Engineers. We are creating amazing front-ends for the biggest publishers/advertisers in mobile. We want you to hit the ground running and begin adding new features within a couple of weeks but don't worry, the team will help you get up to speed!

So what does the day-to-day look like? It's a lot of coding, a decent amount of code reviews and unit testing, some discussions with end users and product teams, and most importantly, very few meetings. We want engineers who are looking to grow, build awesome features, and play a role in the expansion of our team with mentoring and bringing new ideas to the table.

Responsibilities:
Design, develop and deploy reusable components across the stack to enhance our publishing client & internal team dashboards
Own and execute a product end to end by working closely with product teams
Enhance the accessibility of the self-serve and admin platform
Bring your expertise to develop dynamic user experiences
Able to look at what is in the pipeline and suggest architectural changes needed.
Pass Sonarqube with 80% code coverage and other quality gates
Requirements:
4+ years of experience as a Software Engineer
Bachelor's degree with minimum 5 years of related experience;
Deep understanding of front-end architecture, building single page web application
Strong experience with modern Javascript frameworks, CSS, and HTML5
Full stack skills with backend Node.js along with React and Redux on the front end
Implementing high-performance and reusable UI components
You have experience with testing frameworks such as Mocha, Jest, Karma etc
Building UIs with modern tools like ES6, React, Vue, Redux, and Webpack
Design and development of APIs and event driven MicroServices
Nice to have:
Experience producing a design (mock) and transforming it to code
Built large scale application with Next.js, Gatsby.js, or similar UI framework.
Object-oriented programming language (e.g., Go, Java, Scala, Python, Javascript, etc.)
Experience with Kubernetes / Docker / Containerization
Built Role Based Access Control and Feature Toggle dashboards.
About Vungle:

Vungle is the trusted guide for growth and engagement, transforming how people discover and experience apps. Mobile application developers partner with Vungle to monetize their apps through innovative in-app ad experiences that are inspired by insight and crafted with creativity. Advertisers depend on Vungle to reach, acquire, and retain high-value users worldwide. Vungle develops tools that include data-led buying and UX recommendations, ad format innovation, creative automation, and more. Vungle's data-optimized ads run on over 1 billion unique devices to drive engagement and increase returns for publishers and advertisers ranging from indie studios to powerhouse brands, including Rovio, Zynga, Pandora, and Microsoft. The company is headquartered in San Francisco and has offices around the world in London, Berlin, Beijing, Tokyo, Seoul, and Singapore. For more information, visit www.vungle.com or follow the company on Twitter @Vungle .

#LI-JT1",3.7,"Vungle
3.7","San Francisco, CA","San Francisco, CA",201 to 500 employees,2011,Company - Private,Internet,Information Technology,$100 to $500 million (USD),"AdColony, Unity, AppLovin"
Senior Software Engineer,$84K-$135K (Glassdoor est.),"nCino offers exciting career opportunities for individuals who want to join the worldwide leader in cloud banking.

As a Senior Software Engineer, you will be an essential part of a high-performing Agile development team that produces innovative software of exceptional quality. The ideal candidate has a strong Agile/SCRUM background and will thrive in a hands-on, focused, productive and team-oriented environment.

Responsibilities
Learn the Salesforce platform and nCino Bank Operating System Application
Participate fully as a member of a Scrum development team
Demonstrate the ability to independently problem solve and research solutions
Independently complete complex coding tasks as part of two-week sprint cycles
Provide careful code reviews and enforce code standards and development processes among team members
Contribute to the development of cross-team, framework-level projects
Understand the business domain, data model, and design of the code base for the nCino product
Maintain a deep knowledge of the technologies (languages, frameworks, etc.) used by nCino
Maintain a deep knowledge of the craft of coding and design
Guide design sessions, ensuring the quality of the selected approach and driving understanding and ownership across teammates
Keep abreast of developments in the field and introduce new approaches and technologies
Facilitate communication and collaboration inside and outside your team
Advise Product Owners on the complexity, risk, and time required to complete development projects
Mentor team members
Be a great teammate – carry your load, help out, be flexible and adapt easily to changing product needs based on customers and the market
Qualifications

Required:
Bachelor’s degree in Computer Science or a related field or equivalent professional experience
4+ years experience or combination experience, education, & superior performance
Seasoned professional in at least one OOP language: Java, C#, C++, Apex, PHP, Ruby, Scala, Python
Substantial experience with web application development
Proven ability to create enterprise-scale application designs using proven industry patterns and best practices
Demonstrated commitment to quality and continuous improvement
Motivated worker with the ability to be productive in a fast paced team environment
Excellent problem solving, decision-making, and interpersonal skills
Excellent verbal and written communication skills for technical and non-technical audiences
Desired:
Substantial experience with client-side JavaScript frameworks like Angular, React, Knockout, etc.
Experience in leading software development teams and mentoring junior developers is strongly recommended
Experienced in Agile/SCRUM and TDD development methodologies
Experience developing on the Salesforce Platform, particularly developing managed packages as a part of the ISV Partner Program
Passion for software development
Collaboration, prioritization, and adaptability skills
If you thrive in a high-energy, entrepreneurial environment, we invite you to share your passion, ideas and excitement at nCino.

nCino provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, protected veteran status, disability, genetics or other protected groups. In addition to federal law requirements, nCino complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.",4.7,"nCino
4.7","Wilmington, NC","Wilmington, NC",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),-1
Senior Software Engineer,$84K-$135K (Glassdoor est.),"Healthcare’s helping hand.
COVID-19 precaution: Due to the coronavirus (COVID-19) outbreak, our hiring process will now be completely virtual. All interviews and onboarding activities will be held online or over the phone. We remain committed to putting our people, customers, and communities first and appreciate your patience and flexibility as we work through this.
The (quality) doctor is in.
Modio has streamlined the convoluted and messy process that is healthcare credentialing and saved countless years of manual and error-prone work in the process. As part of CHG Healthcare we are working to drastically improve the speed (and quality) of credentialing to ensure that our doctors can spend more time treating (millions) of patients each year and less time dealing with credentialing headaches.
Our industry is growing and demand is high. This means you’ll have plenty of opportunities to grow and develop in your career. Keeping healthcare healthy can be as fun as it is rewarding.
We are open to this role being in our offices in Salt Lake City, Utah or San Francisco, California.
Your role:
Our Carbon platform is used to standardize healthcare credentialing data from hundreds of disparate and non-standardized data sources across the deep web. Your role as a senior engineer on the Carbon team spans many different technical disciplines, but the overarching goals are straightforward:
Use automation to detect and fix broken data integrations.
Make it easy for junior developers to write robust and resilient data integrations.
Standardize previously unstandardized (and often confusing) data.
A little about our tech stack:
AWS
CloudFormation/Terraform
Kubernetes/Istio
js/TypeScript
If you’re an ambitious reliability-oriented engineer who plays well with others AND can say yes to all of these statements, we are looking for you!
If you could dress up as anything for Halloween, you’d dress up as the open-closed principle.
You are a doer. Whether you are coming up with projects that align with our vision or helping others do the same, you are doing it proactively.
You understand how to design software and systems that are maintainable, robust, easy to understand, and capable of scaling. You also know that not every solution needs to be over-engineered.
You should be able to debug technical issues, even if the issue isn’t from “your code” or “your system”.
You don’t reinvent the wheel every time you build something new.
You can explain complex ideas in plain and simple language (most of the time).
Your qualifications:
5+ years’ experience as a site reliability engineer (or equivalent). Must understand things like caching, web scraping, exponential backoff, serverless, and rate limiting.
Professional experience working on backend API code (Node.js/TypeScript Preferred but not a hard requirement). Familiarity with defensive coding practices a must!
Experience working with serverless functions.
Experience with application metrics using StatsD/Prometheus/etc.
Experience managing on-call rotations and responding to support incidents.
Experience with container technologies such as Docker or Kubernetes.
Experience designing and building APIs.
Experience working on a scrum team in an agile environment.
Experience mentoring junior engineers and performing code reviews.
(Preferred) BA/BS degree in computer science/software engineering.
(Plus) Experience with AWS.
(Plus) Experience with technical documentation.
In return, we offer:
Competitive pay
Healthcare coverage with corporate wellness program
Free on-site health center and health coaching for employees and dependents
401(k) company match
Tuition reimbursement
14 days of PTO your first year and paid holidays
Hall of fame development programs as recognized by Training Magazine
On-site cafeteria and game room
Click here to learn more about our company and culture.
How to Get Started
To have your resume reviewed by Talent Acquisition, click “Apply” at the top of the screen.
We are an Affirmative Action/Equal Opportunity Employer
Veterans/Disabled
We are an at-will employer",4.4,"CHG Healthcare
4.4","Midvale, UT","Midvale, UT",1001 to 5000 employees,1979,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1
Senior Software Engineer,$84K-$135K (Glassdoor est.),"As we navigate through these unprecedented times, MCMs focus continues to be our commitment to our Consumers and Employees. Over the past couple of weeks our teams have worked diligently to ensure wherever possible our employees were able to move to 100% remote work and our Consumers were still supported.

MCM continues to hire in areas which aid in the support of our Consumers and Employees. We have also leveraged our digital capabilities to continue to provide a great recruiting experience. As an applicant, you may be asked to complete a phone screen, or a virtual interview and our Recruiting Team is committed to supporting any questions you may have throughout the Interview process.

Now more than ever, we have a high demand for self-driven, ambitious individuals to join our IT team.

We are looking for a Senior Software Engineer (fullstack/UI developer) to build scalable software solutions. Youll be a part of software development team that embraces devOps culture of full cycle development, from conception to deployment.

As a full stack developer, you should be comfortable with developing front end and some of the backend services.

Responsibilities
Work with development teams and product managers to ideate software solutions
Create client-side and server-side designs and architectures
Build the front-end of applications through appealing visual design
Develop and manage well-functioning backend services and applications
Write effective APIs and micro services
Test software to ensure responsiveness and efficiency
Troubleshoot, debug and upgrade software
Create security and data protection settings
Build features and applications with a mobile responsive design
Requirements
Proven experience as a Full Stack Developer or similar role
3 - 5+ years of applicable Engineering experience
Familiarity with common stacks
Demonstrated experience of multiple front-end languages and javascript frameworks including but not limited to HTML/ CSS, JavaScript, XML, React
Knowledge of back-end development in Java
Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache) and UI/UX design
Excellent communication and teamwork skills
Great attention to detail
Organizational skills
An analytical mind
Degree in Computer Science, Statistics or relevant field",3.2,"Midland Credit Management
3.2","San Diego, CA","San Diego, CA",1001 to 5000 employees,1953,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$1 to $2 billion (USD),PRA Group
Mobile Developer (iOS & Android),$132K-$165K (Glassdoor est.),"Mobile Developer (iOS & Android)


Alexandria, VA




Job Title:

Mobile Developer- iOS
Android


Salary:

$110k-$160k + Benefits, Bonus, 401k


Requirements:

5+ Swift, JAVA/Kotlin, UI/UX

If you are a Seasoned Mobile Developer (iOS
Android) with experience in both platforms, please read on!
Top Reasons to Work with Us
Now more than ever, our world is looking to companies like us to help combat COVID19. Are you ready to answer the call and become an ""essential employee""?

We are a leading virtual healthcare solution company that provides software applications coupled with medical services that enables patients to receive care anytime at anyplace. Founded by board certified practicing physicians with over 25 years of combined medical knowledge, we are trusted by some of the best names in healthcare and are actively being used TODAY in organizations like Johns Hopkins School of Medicine, MetLife, Anthem, Rutgers Health and more!
What You Will Be Doing
You will be responsible for implementing design system components and patterns including creating secure, scalable, available and reliable production ready innovative solutions for all the UI applications across domains, channels and devices. You should ensure that the UI/UX is user-friendly, keeps with company branding and aesthetics, and is scalable as we grow. You should have a strong background in the fundamentals of software development and a deep understanding of various languages and technologies like Swift, Java, Fabric etc.
What You Need for this Position
- 5+ years of native mobile development iOS and Android SDK
- BA in Computer Software or equivalent study
- Experience with various Android/iOS libraries and frameworks
- iOS--Proficiency with Swift
- Android--JAVA/Kotlin and JetPack librar
- Experience with Xcode IDE, Interface Builder and performance tool
- Solid understanding on good UI/UX practices on mobile platforms
- Experience with iOS frameworks such as Core Data, Core Animation, etc.
- Experience with offline storage, threading, and performance tuning
- Familiarity with RESTful APIs to connect iOS applications to back-end services
- Knack for benchmarking and optimization
- Experience in Healthcare/Telehealth industry is a HUGE plus!
What's In It for You
Competitive Pay
PTO
Health Benefits
Excellent company culture
So, if you are a Mobile Developer (iOS
Android) with experience, please apply today!
-
Applicants must be authorized to work in the U.S.


CyberCoders, Inc is proud to be an Equal Opportunity Employer

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.

Your Right to Work In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.",4.1,"CyberCoders
4.1","Alexandria, VA","Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1
Front End/Mobile Developer,$132K-$165K (Glassdoor est.),"Front End/Mobile Developer
If you are a Front End/Mobile Developer with web development experience, please read on!

Based in beautiful Irvine, CA, we are a very well funded streaming e-commerce platform that is already seeing great success in our early stages. Our platform is a way for communities to come together, and provide a means for people to easily discover the types of products and brands they are passionate about, while providing a one-stop-shop to make purchases while viewing relevant content. We are currently in our beta stage, but have already partnered with big name athletes and many more brands. You will be working directly with the CTO and be an integral part of our companies future and success.

Our leadership has an impressive track record of building up successful start ups into great companies and selling them for millions and billions of dollars to big names like IBM. This project will be biggest one they have worked on yet!

--PARTIAL REMOTE work is an option--
Top Reasons to Work with Us
- Join the early stages of a VERY promising tech startup
- Work directly with the CTO and have a large, direct impact on the technology that makes our business
- Work with new exciting technologies, we have many projects you can work on and make horizontal moves when you need to (e-commerce, streaming, blockchain, mobile)
What You Need for this Position
- BSCS degree or related
- Strong mobile development experience (Android or iOS)
- Front End Development expertise (JavaScript, CSS, React Native, etc.)
- Web Development experience

Nice to have:
- Experience with streaming services
- E-commerce experience
What's In It for You
--REMOTE work is an option--
- Extremely competitive salary
- Join a Early stage start up that is very well funded
- Work from home options if needed (at least 2 meetings in-person per week min) -working on-site is a plus-
- Work with tech gurus with an impressive track record of starting and building up successful startups
So, if you are a Front End/Mobile Developer with experience, please apply today!
-
Applicants must be authorized to work in the U.S.


CyberCoders, Inc is proud to be an Equal Opportunity Employer

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.

Your Right to Work In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.",4.1,"CyberCoders
4.1","Irvine, CA","Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1
Senior Software Developer (Active TS SCI with Poly),$132K-$165K (Glassdoor est.),"Volume Integration, LLC partners with our customers to deliver leading edge ""Big Data"" analytics solutions.

By leveraging our teams' extensive experience in cloud capabilities and emerging technologies, we design and deploy custom solutions to unique and evolving challenges. Volume employees and their families are our number one priority, while also ensuring our customer's mission and success remain the primary focus and objective.

If you are a motivated individual willing to tackle challenging, and interesting problems in cyber security, big data, and machine learning, come be a part of our dynamic team!

Job Description

Volume Integration is seeking a highly motivated, self-directed professional to fill the role of Senior Software Developer. This position will be joining the team at the customer site in the Chantilly, VA area and requires a TS SCI with Polygraph clearance.
The selected candidate will develop software to parse various data types and transform them into a common data model.
Maintaining the existing data parsing code and associated database tables.
General support of a large database (50+ TB) holding the mission data
Required Skills and Education:
Bachelor's degree in Computer Science, Information Systems, Engineering or similar and 10 years of experience.
10 years of hands on Java Development experience.
Maven and Gradle experience for dependency management and build automation.
Desired Qualifications:
Experience with JIRA to manage tasks and track work
Experience with Amazon Web Services or cloud infrastructure.
Proven ability to understand and debug pre-existing code.
Experience with Jenkins and Nexus.
Experience with Java Swing.
Database Support: Oracle schema level expert capable of modeling tables, creating stored procedures, and running complex join queri.
Experience with large databases (50+ TB)
Experience writing complex SQL statements to join multiple tables.
Experience with Unit testing: JUnit, Mockito, etc
Experience working with large data volumes requiring highly performant code.
Experience with libraries used to read and write structured data (XML, JSON, CSV, etc.)
Experience with XML Style Sheet and Tomcat.
Ability to work independently
Desired Skills:
Experience with JIRA to manage tasks and track work.
Experience with Amazon Web Services or Cloud infrastructure.
Experience writing stored procedures and PL/SQL

Clearance:
Active TS SCI with Polygraph Clearance is required
Location:
Chantilly, VA
Many Volume positions require an active (or ability to obtain) U.S. Security Clearance, for which the US Government requires US Citizenship. Volume Integration, LLC. is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status or other characteristics protected by law.",4.4,"Volume Integration, LLC
4.4","Chantilly, VA","Reston, VA",51 to 200 employees,2013,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),-1
